,lat_d,long_d,Altitude,Gimbal Degree,DateTime,Image Index,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
486,-19.8461024444444,-43.9921661944444,851.612,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8791.TIF,0.0661612042466645,0.1691752561899684,0.1726826618878471,0.0814303311670198,0.1618928667452661,0000SET_000_DJI_8791.T,-0.6296515225699951,5.653324532092876,-0.0458483786259132,-0.359101396681139,-0.0322492059914304,0.9375166271783052,0.4715605508786208,0.4588305388886956,2.834161554570855,0.4377309480739881,2.55701597509083,0.9796887211516542,2022-06-15,12:19:27,-19.84618,-43.9923,A0,,,,,,0.25,25,17.2,9.74,329.4,0.064,30.83,9.97,6.82,153.3,0.091,0.17,359.8,234.0,32.92,7.3,20.57,0.108,4674,697.0,126,16.439
1055,-19.84912275,-43.9868888055556,849.119,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8981.TIF,0.0691662105687684,0.1713984507152837,0.1743394526280608,0.0850771092668957,0.1592483689988869,0000SET_000_DJI_8981.T,-0.6136183939841998,5.527667620588849,-0.0627319222558411,-0.3440888380800814,-0.0452387127191061,0.9134385051594172,0.4879968818555423,0.4305890645812769,2.703883671074124,0.4249678219603597,2.4780662306903607,0.983130600283279,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,98.136
1085,-19.8493644166667,-43.9866101666667,849.037,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_8991.TIF,0.0679302596518504,0.1699277617409453,0.1784593382240352,0.0831476249762815,0.1570254830221764,0000SET_000_DJI_8991.T,-0.6504474456662724,5.566134909354957,-0.0901119713194923,-0.3643317138113482,-0.0638891951124326,0.8798950202597352,0.4659191600940445,0.4230546585191264,2.694178361224205,0.4288167432480972,2.5015031977184043,0.9521931630589175,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,59.125
1115,-19.8495788055556,-43.9863127222222,849.307,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9001.TIF,0.0695730910267383,0.1688531341173045,0.1751081613072407,0.0860422450742828,0.1643674357308218,0000SET_000_DJI_9001.T,-0.6250110241198472,5.448002824210036,-0.0450484235529459,-0.3410521831730886,-0.0316391683824467,0.938662335917208,0.4913662757460806,0.4522036245964237,2.7511752713413387,0.4163973280648434,2.4269891077918464,0.9642790653317336,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.031
1145,-19.8497888333333,-43.9860052222222,849.101,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9011.TIF,0.0667559521869833,0.167628520567196,0.1745025304873845,0.0832291399342294,0.1590017530036027,0000SET_000_DJI_9011.T,-0.6427699650144538,5.583345894327191,-0.0661339776549059,-0.354141151546662,-0.0464784959327237,0.9111716177382172,0.4769509055357014,0.4714266816383662,2.9649149945389883,0.4303722306980936,2.511064782622961,0.9606079642456218,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,21.609
1175,-19.8499075,-43.9858076944444,849.064,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9021.TIF,0.0684057771562585,0.1656901446779217,0.1813526196060082,0.0853342247275658,0.1634076235619453,0000SET_000_DJI_9021.T,-0.681675078920973,5.443190656931678,-0.0766565940297503,-0.3600417377856923,-0.0520506537504697,0.901049148983628,0.4705431049904651,0.4738854979381462,2.900020743270302,0.415574806939925,2.4221659568231746,0.9136352429751856,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,45.089
1205,-19.8500220277778,-43.9856040833333,848.958,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9031.TIF,0.0680598624798713,0.164680352167603,0.1807711451028087,0.0830019762329002,0.1588848764413831,0000SET_000_DJI_9031.T,-0.6844245906653503,5.440057457348652,-0.0940373312561225,-0.3706562987722918,-0.0644365689791783,0.878928306566967,0.4591550061028549,0.4202571382489576,2.64504179165222,0.4151430805977398,2.4196398018921537,0.9109880455420332,2022-06-15,11:48:14,-19.849626,-43.986118,P2,,,,"coleta, sedimento, ponto Ramon",,0.2,20,20.43,9.22,324.3,0.255,28.19,9.11,6.26,150.8,0.363,0.17,361.6,235.0,52.66,7.36,19.594,0.281,4674,697.3,125,69.485
1234,-19.8502345277778,-43.98522525,839.304,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9041.TIF,0.0679587255017065,0.1642984151492877,0.182386992134823,0.0839866086043269,0.1601961374150573,0000SET_000_DJI_9041.T,-0.6964660403397239,5.437139657628634,-0.0955443378729579,-0.3694074159655786,-0.0647750948767449,0.8783309354465262,0.4604857376135839,0.449855398294557,2.808153839121678,0.4147975359446449,2.417620606277586,0.9008230972296316,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,67.091
1241,-19.8502345277778,-43.98522525,839.304,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9041.TIF,0.0679587255017065,0.1642984151492877,0.182386992134823,0.0839866086043269,0.1601961374150573,0000SET_000_DJI_9041.T,-0.6964660403397239,5.437139657628634,-0.0955443378729579,-0.3694074159655786,-0.0647750948767449,0.8783309354465262,0.4604857376135839,0.449855398294557,2.808153839121678,0.4147975359446449,2.417620606277586,0.9008230972296316,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,90.263
1264,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.0732369742915612,0.1599256283740759,0.1487662637142817,0.0910422075451344,0.1722036048573026,0000SET_000_DJI_9051.T,-0.4722775842159133,5.040460825628386,0.100519298013802,-0.2407089952493943,0.0730203780414789,1.157544731969839,0.61198154253567,0.4598505737825631,2.670388777073631,0.3717948465639196,2.1836733415201106,1.0750127373046534,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,44.559
1267,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.0732369742915612,0.1599256283740759,0.1487662637142817,0.0910422075451344,0.1722036048573026,0000SET_000_DJI_9051.T,-0.4722775842159133,5.040460825628386,0.100519298013802,-0.2407089952493943,0.0730203780414789,1.157544731969839,0.61198154253567,0.4598505737825631,2.670388777073631,0.3717948465639196,2.1836733415201106,1.0750127373046534,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,98.535
1270,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.0732369742915612,0.1599256283740759,0.1487662637142817,0.0910422075451344,0.1722036048573026,0000SET_000_DJI_9051.T,-0.4722775842159133,5.040460825628386,0.100519298013802,-0.2407089952493943,0.0730203780414789,1.157544731969839,0.61198154253567,0.4598505737825631,2.670388777073631,0.3717948465639196,2.1836733415201106,1.0750127373046534,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,84.188
1271,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.0732369742915612,0.1599256283740759,0.1487662637142817,0.0910422075451344,0.1722036048573026,0000SET_000_DJI_9051.T,-0.4722775842159133,5.040460825628386,0.100519298013802,-0.2407089952493943,0.0730203780414789,1.157544731969839,0.61198154253567,0.4598505737825631,2.670388777073631,0.3717948465639196,2.1836733415201106,1.0750127373046534,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,68.478
1272,-19.8503660833333,-43.9849882222222,839.062,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9051.TIF,0.0732369742915612,0.1599256283740759,0.1487662637142817,0.0910422075451344,0.1722036048573026,0000SET_000_DJI_9051.T,-0.4722775842159133,5.040460825628386,0.100519298013802,-0.2407089952493943,0.0730203780414789,1.157544731969839,0.61198154253567,0.4598505737825631,2.670388777073631,0.3717948465639196,2.1836733415201106,1.0750127373046534,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,94.061
1294,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0639159413109824,0.1595984155056037,0.1748796257732093,0.0809959622242199,0.1544698995490055,0000SET_000_DJI_9061.T,-0.6952680833998057,5.569077422272092,-0.0913128199677654,-0.3669113739366675,-0.0619698061026085,0.8832927155809909,0.4631526506653131,0.5096355369423421,3.2992546666391824,0.4280820058155704,2.4970048509350606,0.9126186930007336,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,35.914
1297,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0639159413109824,0.1595984155056037,0.1748796257732093,0.0809959622242199,0.1544698995490055,0000SET_000_DJI_9061.T,-0.6952680833998057,5.569077422272092,-0.0913128199677654,-0.3669113739366675,-0.0619698061026085,0.8832927155809909,0.4631526506653131,0.5096355369423421,3.2992546666391824,0.4280820058155704,2.4970048509350606,0.9126186930007336,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,95.753
1300,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0639159413109824,0.1595984155056037,0.1748796257732093,0.0809959622242199,0.1544698995490055,0000SET_000_DJI_9061.T,-0.6952680833998057,5.569077422272092,-0.0913128199677654,-0.3669113739366675,-0.0619698061026085,0.8832927155809909,0.4631526506653131,0.5096355369423421,3.2992546666391824,0.4280820058155704,2.4970048509350606,0.9126186930007336,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,73.621
1301,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0639159413109824,0.1595984155056037,0.1748796257732093,0.0809959622242199,0.1544698995490055,0000SET_000_DJI_9061.T,-0.6952680833998057,5.569077422272092,-0.0913128199677654,-0.3669113739366675,-0.0619698061026085,0.8832927155809909,0.4631526506653131,0.5096355369423421,3.2992546666391824,0.4280820058155704,2.4970048509350606,0.9126186930007336,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,58.655
1302,-19.8504426666667,-43.9848460555556,839.192,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9061.TIF,0.0639159413109824,0.1595984155056037,0.1748796257732093,0.0809959622242199,0.1544698995490055,0000SET_000_DJI_9061.T,-0.6952680833998057,5.569077422272092,-0.0913128199677654,-0.3669113739366675,-0.0619698061026085,0.8832927155809909,0.4631526506653131,0.5096355369423421,3.2992546666391824,0.4280820058155704,2.4970048509350606,0.9126186930007336,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,87.949
1324,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0665727621811521,0.1710942462717191,0.1743845655943753,0.1050326078494459,0.1421680135358908,0000SET_000_DJI_9071.T,-0.6301310871787269,5.671527513475277,-0.1355533200346271,-0.2482022020699922,-0.1017731466507081,0.8152557140095682,0.6023044957645821,0.7819675065190791,5.500305498196109,0.4397812080480381,2.5700337595449634,0.9811318202878712,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,35.25
1327,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0665727621811521,0.1710942462717191,0.1743845655943753,0.1050326078494459,0.1421680135358908,0000SET_000_DJI_9071.T,-0.6301310871787269,5.671527513475277,-0.1355533200346271,-0.2482022020699922,-0.1017731466507081,0.8152557140095682,0.6023044957645821,0.7819675065190791,5.500305498196109,0.4397812080480381,2.5700337595449634,0.9811318202878712,2022-06-15,11:46:29,-19.85122,-43.98524,B3,,,,rede,,0.3,30,14.2,9.61,320.0,0.201,27.63,8.93,6.1,139.3,0.285,0.17,352.6,229.0,40.5,7.35,20.157,0.37,4674,697.5,127,96.631
1330,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0665727621811521,0.1710942462717191,0.1743845655943753,0.1050326078494459,0.1421680135358908,0000SET_000_DJI_9071.T,-0.6301310871787269,5.671527513475277,-0.1355533200346271,-0.2482022020699922,-0.1017731466507081,0.8152557140095682,0.6023044957645821,0.7819675065190791,5.500305498196109,0.4397812080480381,2.5700337595449634,0.9811318202878712,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,64.608
1331,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0665727621811521,0.1710942462717191,0.1743845655943753,0.1050326078494459,0.1421680135358908,0000SET_000_DJI_9071.T,-0.6301310871787269,5.671527513475277,-0.1355533200346271,-0.2482022020699922,-0.1017731466507081,0.8152557140095682,0.6023044957645821,0.7819675065190791,5.500305498196109,0.4397812080480381,2.5700337595449634,0.9811318202878712,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,52.437
1332,-19.8505309722222,-43.9846769722222,839.298,90.0,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9071.TIF,0.0665727621811521,0.1710942462717191,0.1743845655943753,0.1050326078494459,0.1421680135358908,0000SET_000_DJI_9071.T,-0.6301310871787269,5.671527513475277,-0.1355533200346271,-0.2482022020699922,-0.1017731466507081,0.8152557140095682,0.6023044957645821,0.7819675065190791,5.500305498196109,0.4397812080480381,2.5700337595449634,0.9811318202878712,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,84.988
1354,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0650454376758148,0.1620595279092673,0.1684320228251488,0.0789217152235936,0.1551421391813857,0000SET_000_DJI_9081.T,-0.6379543769078317,5.557904617856715,-0.0585186836823442,-0.3618716592183325,-0.0410721411170485,0.9210964552889122,0.4685671637721951,0.4193623117431961,2.703084500162108,0.4271773185738968,2.4914818579124463,0.9621657757889848,2022-06-15,11:44:37,-19.85076,-43.98491,B2,,,,rede,,0.3,30,17.58,8.69,333.2,0.203,29.35,9.48,5.05,141.3,0.288,0.18,371.1,241.0,37.25,7.22,19.658,0.365,4674,697.5,124,43.541
1360,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0650454376758148,0.1620595279092673,0.1684320228251488,0.0789217152235936,0.1551421391813857,0000SET_000_DJI_9081.T,-0.6379543769078317,5.557904617856715,-0.0585186836823442,-0.3618716592183325,-0.0410721411170485,0.9210964552889122,0.4685671637721951,0.4193623117431961,2.703084500162108,0.4271773185738968,2.4914818579124463,0.9621657757889848,2022-06-15,11:40:55,-19.85014,-43.98422,B4,,,,rede,,0.3,30,9.89,10.24,302.3,0.194,27.56,8.9,7.5,137.0,0.276,0.16,331.0,215.0,34.16,7.56,20.456,0.347,4674,697.5,130,61.09
1361,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0650454376758148,0.1620595279092673,0.1684320228251488,0.0789217152235936,0.1551421391813857,0000SET_000_DJI_9081.T,-0.6379543769078317,5.557904617856715,-0.0585186836823442,-0.3618716592183325,-0.0410721411170485,0.9210964552889122,0.4685671637721951,0.4193623117431961,2.703084500162108,0.4271773185738968,2.4914818579124463,0.9621657757889848,2022-06-15,11:39:10,-19.85097,-43.98486,B5,,,,rede,,0.3,30,6.57,9.48,298.8,0.219,27.17,8.78,7.44,134.6,0.31,0.16,325.4,212.0,31.54,7.62,20.719,0.359,4674,697.5,131,53.29
1362,-19.8506076944444,-43.9845264722222,839.401,89.9,2022-06-15, _Campo20220615-Pampulha_0000SET_000_DJI_9081.TIF,0.0650454376758148,0.1620595279092673,0.1684320228251488,0.0789217152235936,0.1551421391813857,0000SET_000_DJI_9081.T,-0.6379543769078317,5.557904617856715,-0.0585186836823442,-0.3618716592183325,-0.0410721411170485,0.9210964552889122,0.4685671637721951,0.4193623117431961,2.703084500162108,0.4271773185738968,2.4914818579124463,0.9621657757889848,2022-06-15,11:36:58,-19.85121,-43.98505,B6,,,,rede,,0.3,30,6.26,10.52,299.9,0.13,26.13,8.44,8.19,132.4,0.185,0.15,323.9,211.0,33.32,7.74,21.109,0.34,4674,697.5,132,86.507
