Latitude,Longitude,Degree,DateTime,Image Index
-19.84601,-43.9921092777778,89.0,2022:07:28 09:37:52, _Pampulha_2022-07-28_0001SET_000_DJI_2301.TIF
-19.8461811666667,-43.9923089722222,89.0,2022:07:28 09:37:57, _Pampulha_2022-07-28_0001SET_000_DJI_2311.TIF
-19.8462959444444,-43.9924439166667,89.0,2022:07:28 09:38:00, _Pampulha_2022-07-28_0001SET_000_DJI_2321.TIF
-19.8464170833333,-43.9925865277778,89.0,2022:07:28 09:38:04, _Pampulha_2022-07-28_0001SET_000_DJI_2331.TIF
-19.8465511944444,-43.9927453611111,89.0,2022:07:28 09:38:08, _Pampulha_2022-07-28_0001SET_000_DJI_2341.TIF
-19.8466496111111,-43.9928597777778,89.0,2022:07:28 09:38:11, _Pampulha_2022-07-28_0001SET_000_DJI_2351.TIF
-19.8467613333333,-43.9929908888889,89.0,2022:07:28 09:38:14, _Pampulha_2022-07-28_0001SET_000_DJI_2361.TIF
-19.8468785277778,-43.9931281666667,89.0,2022:07:28 09:38:18, _Pampulha_2022-07-28_0001SET_000_DJI_2371.TIF
-19.8469727777778,-43.9932392222222,89.0,2022:07:28 09:38:20, _Pampulha_2022-07-28_0001SET_000_DJI_2381.TIF
-19.8470711111111,-43.9933547777778,89.0,2022:07:28 09:38:23, _Pampulha_2022-07-28_0001SET_000_DJI_2391.TIF
-19.847213,-43.9932999444444,89.0,2022:07:28 09:38:35, _Pampulha_2022-07-28_0001SET_000_DJI_2401.TIF
-19.8473586666667,-43.9929006388889,89.0,2022:07:28 09:38:40, _Pampulha_2022-07-28_0001SET_000_DJI_2411.TIF
-19.84745425,-43.9925910277778,89.0,2022:07:28 09:38:43, _Pampulha_2022-07-28_0001SET_000_DJI_2421.TIF
-19.8475253611111,-43.9926049722222,89.0,2022:07:28 09:38:48, _Pampulha_2022-07-28_0001SET_000_DJI_2431.TIF
-19.84765225,-43.9928291111111,89.0,2022:07:28 09:38:53, _Pampulha_2022-07-28_0001SET_000_DJI_2441.TIF
-19.8476725277778,-43.9928695,89.0,2022:07:28 09:39:04, _Pampulha_2022-07-28_0001SET_000_DJI_2451.TIF
-19.8477053888889,-43.9928368055556,89.0,2022:07:28 09:39:13, _Pampulha_2022-07-28_0001SET_000_DJI_2461.TIF
-19.8476387777778,-43.99289625,89.0,2022:07:28 09:39:23, _Pampulha_2022-07-28_0001SET_000_DJI_2471.TIF
-19.8476383055556,-43.9928970277778,89.0,2022:07:28 09:39:27, _Pampulha_2022-07-28_0001SET_000_DJI_2481.TIF
-19.8513543888889,-43.9848262222222,85.8,2022:07:28 09:41:16, _Pampulha_2022-07-28_0001SET_000_DJI_2521.TIF
-19.8556115555556,-43.9773655,90.0,2022:07:28 09:43:15, _Pampulha_2022-07-28_0001SET_000_DJI_2531.TIF
-19.8556105555556,-43.9773655833333,63.0,2022:07:28 09:43:19, _Pampulha_2022-07-28_0001SET_000_DJI_2541.TIF
-19.8556101944444,-43.97736725,75.2,2022:07:28 09:43:44, _Pampulha_2022-07-28_0001SET_000_DJI_2551.TIF
-19.8556101944444,-43.9773670833333,71.8,2022:07:28 09:43:47, _Pampulha_2022-07-28_0001SET_000_DJI_2561.TIF
-19.8556103055556,-43.9773670277778,76.5,2022:07:28 09:43:49, _Pampulha_2022-07-28_0001SET_000_DJI_2571.TIF
-19.8556103055556,-43.9773670277778,76.5,2022:07:28 09:43:51, _Pampulha_2022-07-28_0001SET_000_DJI_2581.TIF
-19.85560875,-43.97736825,76.5,2022:07:28 09:43:58, _Pampulha_2022-07-28_0001SET_000_DJI_2591.TIF
-19.85561,-43.9773649166667,90.0,2022:07:28 09:44:02, _Pampulha_2022-07-28_0001SET_000_DJI_2601.TIF
-19.8579148333333,-43.9773803055556,89.9,2022:07:28 09:07:00, _Pampulha_2022-07-28_0001SET_ignore_DJI_0221.TIF
-19.8581797777778,-43.9772671944444,90.0,2022:07:28 09:07:06, _Pampulha_2022-07-28_0001SET_ignore_DJI_0231.TIF
-19.859122,-43.9768603055556,73.7,2022:07:28 09:07:26, _Pampulha_2022-07-28_0001SET_ignore_DJI_0271.TIF
-19.8596978611111,-43.9766133055556,28.0,2022:07:28 09:07:39, _Pampulha_2022-07-28_0001SET_ignore_DJI_0281.TIF
-19.8536210833333,-43.9803749166667,27.9,2022:07:28 09:25:56, _Pampulha_2022-07-28_0001SET_ignore_DJI_1281.TIF
-19.8526649166667,-43.9822433055556,26.1,2022:07:28 09:27:20, _Pampulha_2022-07-28_0001SET_ignore_DJI_1371.TIF
-19.8526641388889,-43.9822448611111,44.1,2022:07:28 09:27:27, _Pampulha_2022-07-28_0001SET_ignore_DJI_1381.TIF
-19.8526664444444,-43.9822460277778,44.1,2022:07:28 09:27:39, _Pampulha_2022-07-28_0001SET_ignore_DJI_1391.TIF
-19.8500943333333,-43.9849856666667,33.9,2022:07:28 09:29:13, _Pampulha_2022-07-28_0001SET_ignore_DJI_1501.TIF
-19.8500945277778,-43.9849853611111,29.3,2022:07:28 09:29:16, _Pampulha_2022-07-28_0001SET_ignore_DJI_1511.TIF
-19.8503432222222,-43.9847771666667,29.3,2022:07:28 09:29:24, _Pampulha_2022-07-28_0001SET_ignore_DJI_1521.TIF
-19.8509031944444,-43.9848817222222,38.2,2022:07:28 09:30:02, _Pampulha_2022-07-28_0001SET_ignore_DJI_1571.TIF
-19.8509039722222,-43.9848812777778,24.5,2022:07:28 09:30:06, _Pampulha_2022-07-28_0001SET_ignore_DJI_1581.TIF
-19.8505735,-43.9873073333333,17.9,2022:07:28 09:32:58, _Pampulha_2022-07-28_0001SET_ignore_DJI_1711.TIF
-19.8506018333333,-43.9874975833333,30.2,2022:07:28 09:33:03, _Pampulha_2022-07-28_0001SET_ignore_DJI_1721.TIF
-19.8504898611111,-43.9866701666667,25.2,2022:07:28 09:40:58, _Pampulha_2022-07-28_0001SET_ignore_DJI_2491.TIF
-19.8507179722222,-43.9862152222222,25.2,2022:07:28 09:41:03, _Pampulha_2022-07-28_0001SET_ignore_DJI_2501.TIF
-19.85110775,-43.98542325,25.2,2022:07:28 09:41:11, _Pampulha_2022-07-28_0001SET_ignore_DJI_2511.TIF
