,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1190,-18.2785562222222,-45.3763282222222,695.389,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,87.6, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,0.060754141038756,0.0985347047700221,0.0974821797982464,0.0149719166586384,0.025617700142096,0000SET_000_DJI_0311.T,-0.3727421606956945,3.94605531388477,-0.451158267179748,-0.7337239437181612,-0.5837900060583155,0.2627936736244057,0.1535861907235247,-1.2893883485188071,-50.33193227209472,0.2371827326605193,1.6218598944089309,1.0107971013158925,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,45.24
1560,-18.2830395,-45.3703028333333,696.297,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,0.0577794009177498,0.0985351137048883,0.0956148409669271,0.0116846230167201,0.0197017875925915,0000SET_000_DJI_0391.T,-0.3839792600482917,4.143870500321002,-0.4856430227071284,-0.7822053795440976,-0.6583010128080049,0.2060536564549251,0.1222051189810771,-1.3451466039751547,-68.27535814470829,0.2607289085439548,1.7053675209466972,1.0305420446076077,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,62.666
1622,-18.28342475,-45.3701848055556,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,0.0572580817550465,0.1003876487960553,0.0962561297489574,0.0112612693820177,0.0191573827401545,0000SET_000_DJI_0401.T,-0.388474562972764,4.24998787793462,-0.4890633367569119,-0.7905219160240382,-0.6680218403029401,0.1990250677034103,0.1169927506059911,-1.3665948190802706,-71.33515249010728,0.2735853796372118,1.7532485497072652,1.0429221396899415,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,20.77
1684,-18.2837889166667,-45.37013425,696.215,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,0.0568460659074993,0.0992778259165916,0.0941215977877259,0.0110282176446094,0.018797492313052,0000SET_000_DJI_0411.T,-0.3754668430344525,4.236419674861185,-0.4824636677616495,-0.7902380028102638,-0.6670626322568551,0.1997149724917156,0.1171698940925496,-1.3738169262498765,-73.08511706617215,0.2717826177232459,1.7464326568902382,1.0547826242866662,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,29.787
1746,-18.2841082222222,-45.3701066388889,696.186,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,0.0565135126777564,0.0977550783738095,0.0965862097226548,0.0110307378676548,0.0188087073655408,0000SET_000_DJI_0421.T,-0.409929567972549,4.20110881068902,-0.5041693959019569,-0.7949999862540599,-0.6740115103828114,0.1947349152591202,0.1142061366661899,-1.3722999111845156,-72.96088372870797,0.2673361143375431,1.7297646835583391,1.0121018171694602,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,63.699
1808,-18.2844092222222,-45.3701036666667,696.169,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,0.0565252621235843,0.0969379644627171,0.0960716521993891,0.0111982159934514,0.0190426651010436,0000SET_000_DJI_0431.T,-0.4079556476659313,4.168560740185528,-0.5019377528533037,-0.7912141371644045,-0.6691520994500652,0.198213153048748,0.1165610847433995,-1.3636211311269402,-71.60873354077992,0.2633380206977882,1.7149494017520217,1.0090173557287223,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,96.966
1931,-18.2852839166667,-45.3702183888889,696.095,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,0.0551908906792452,0.0985688138658323,0.0919519811334399,0.0111053189696685,0.0183310858235153,0000SET_000_DJI_0451.T,-0.3729484916419136,4.325750662488593,-0.4788048697657407,-0.7844826332815302,-0.6675630025655681,0.1993549850428278,0.1207730255811732,-1.3185185011310765,-71.92800872928474,0.2821150269176672,1.7859616442627837,1.0719596538413905,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,62.946
1993,-18.2856711111111,-45.3703573055556,696.206,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,0.0547700309891943,0.0975470386191102,0.0902470136425889,0.0109296303339283,0.0179799364136198,0000SET_000_DJI_0461.T,-0.3636910269713138,4.316521976274691,-0.4744515989889358,-0.7839495380679946,-0.6677364297103126,0.1992302646692211,0.1211079446596828,-1.316782984732887,-73.2362425784456,0.2808418500954646,1.7810294582151225,1.0808893799570152,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,19.0
2055,-18.2858961111111,-45.3704516388889,696.108,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,45.7, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,0.0756659626449816,0.1924606620609112,0.0941120741590653,0.0148286893548399,0.0235089820036794,0000SET_000_DJI_0491.T,-0.0958435418259434,5.611897780110804,-0.2633199602345727,-0.7277660101409669,-0.6002589541255006,0.2497977248269467,0.1575641540933091,-1.2746772520464558,-54.22086127961455,0.4355953070458457,2.543556644668893,2.045015623984869,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.278
2117,-18.2858964166667,-45.3704521111111,695.978,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,0.0559877003662311,0.0993904499689434,0.0931627166045128,0.0114221880552193,0.0187954233971996,0000SET_000_DJI_0501.T,-0.3740300627464489,4.300652447279781,-0.4786213058071005,-0.7815710002818955,-0.6642419497695813,0.2017483397031935,0.1226047121801728,-1.3098123497844152,-69.68783421923706,0.2793362484305928,1.7752193663751656,1.0668479150395336,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.338
2179,-18.2866585,-45.3706971944444,695.755,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,0.0603549211904498,0.0985854677889993,0.0925410417830964,0.0123057145511455,0.0212237464700928,0000SET_000_DJI_0511.T,-0.3264793616594077,3.9739776510022615,-0.4487046733113562,-0.7652628468177689,-0.6268837344845526,0.2293441489435398,0.1329757512346621,-1.373057568555243,-64.69440117417872,0.2405338683516918,1.6334288214529038,1.065316165556794,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,98.926
2302,-18.2875132777778,-45.3710380277778,696.154,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,0.0598105626730537,0.0988371442739932,0.0958075101616605,0.011845146493202,0.0209255676832926,0000SET_000_DJI_0531.T,-0.364204649507246,4.019312452348592,-0.4720014169720199,-0.779937683634174,-0.6414800659829034,0.2184126030202006,0.1236348431685066,-1.4167301664967735,-67.70330860022115,0.2459952453896211,1.652503167613938,1.0316220942097405,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,96.701
2364,-18.2878715555556,-45.37123225,696.171,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,0.0605196834364938,0.0955600487754283,0.0969945409130516,0.0124652459617221,0.0215743329848467,0000SET_000_DJI_0541.T,-0.3816956766344463,3.845417599668762,-0.4832158977938325,-0.7722406316032236,-0.6360877475580187,0.2224283220659448,0.1285149230501154,-1.37427414277993,-63.69949623681008,0.2245029821768105,1.5789912198682274,0.9852105889246984,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,53.304
2426,-18.28813225,-45.3714388055556,696.243,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,0.0594075539985836,0.0964524884154315,0.093436175211934,0.0121360007828749,0.0208797709456147,0000SET_000_DJI_0551.T,-0.3528019004215357,3.953631605834948,-0.4655228058618502,-0.7700909227546539,-0.6347006406815986,0.2234655998948452,0.1298854619781659,-1.3690154050692347,-65.56659115826,0.237680766943746,1.623572793751635,1.032282070586214,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,18.612
2488,-18.2883940833333,-45.3716874166667,696.196,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,0.0552362366752533,0.0966412983672514,0.0950459072480524,0.0105981867319236,0.0178857108833557,0000SET_000_DJI_0561.T,-0.4119322820096683,4.247864518473449,-0.5080421955959618,-0.7993605447753207,-0.6832470626154715,0.1881797060096156,0.1115059768356387,-1.3638159680892683,-76.2517060117764,0.2726213701085576,1.7495996140256278,1.0167854794108633,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,23.472
2550,-18.2886785277778,-45.3720318611111,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,0.0553464970293873,0.0975387491190573,0.0950867602060343,0.0103468404350008,0.0176877607600344,0000SET_000_DJI_0571.T,-0.4074305190047026,4.274948132692009,-0.5062555177551208,-0.8037278368168758,-0.6863163663473908,0.1860170724263662,0.1088147331193242,-1.3899019509566302,-78.57987055643142,0.2759733404798475,1.7623292232436536,1.0257868593662254,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,70.073
2611,-18.2890178333333,-45.3724529722222,696.394,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,0.057064370280696,0.0957930753760317,0.0910361884932838,0.0104917960179639,0.0183564413450613,0000SET_000_DJI_0581.T,-0.3546375150733272,4.086251618427442,-0.4754740394618367,-0.7933220861524819,-0.6643934537054732,0.2016389487397701,0.1152486301503926,-1.4279199696184126,-77.78849629819925,0.2533648585382542,1.6786845259981258,1.0522527025952852,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,66.264
2673,-18.2891914166667,-45.3727828055556,696.503,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,0.0579666310198513,0.0949232419495328,0.0901957105220631,0.0106238515091308,0.0186293080871509,0000SET_000_DJI_0591.T,-0.3395277999391004,3.989962078054056,-0.468091189069424,-0.7892501951983536,-0.6576282122395413,0.2065431712807885,0.1177866602262871,-1.432156323324541,-76.87651718596757,0.2417204633107517,1.637549746802179,1.052414149188539,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,26.452
2735,-18.2893211388889,-45.3730925833333,696.548,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,0.0580532214894795,0.0949942070125578,0.0902816277480749,0.010621348343222,0.0185781288118005,0000SET_000_DJI_0601.T,-0.3392670697733699,3.9869057932965326,-0.4685050878546444,-0.7894740322899533,-0.6586777446708307,0.2057797281152437,0.1176468414244833,-1.4291120086221376,-76.92443211581086,0.2413695276336286,1.636329639859397,1.0521986519520123,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,9.853
2797,-18.28941125,-45.3733278333333,696.63,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,0.0582871077016461,0.0953971102581316,0.0912143869801048,0.0109639846089995,0.0190686039135072,0000SET_000_DJI_0611.T,-0.3451601331461923,3.987062499320521,-0.4694417164258181,-0.7853951978587094,-0.6541877626096967,0.2090525907680149,0.1202001676708182,-1.4120542208841302,-74.05126391470668,0.2414691830373757,1.636675999544192,1.04585595996977,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,36.397
