,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1190,-18.2785562222222,-45.3763282222222,695.389,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,87.6, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,0.0536082750369576,0.0869722431869806,0.0856787166397694,0.0135763050574043,0.022786594390444,0000SET_000_DJI_0311.T,-0.3687434108588407,3.967255796817062,-0.4473743804894871,-0.7264359057050936,-0.5798362780871625,0.2659539648130907,0.1584559805498137,-1.25335172506445,-55.00390727936367,0.2373299556121692,1.6223660083638551,1.0150974080605075,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,45.24
1560,-18.2830395,-45.3703028333333,696.297,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,0.0511933103940038,0.0872680679925755,0.0841990206816021,0.0107114731299683,0.017690191900705,0000SET_000_DJI_0391.T,-0.3782106221304947,4.161703781726784,-0.4803420965173897,-0.7742826383090111,-0.6527563330334957,0.2100997346228089,0.1272161248819466,-1.30596140415589,-73.82403828552272,0.260540217199429,1.7046771799074178,1.0364499169483097,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,62.666
1622,-18.28342475,-45.3701848055556,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,0.0508149737529285,0.0890712246500929,0.0851603505946753,0.0103769274507958,0.0172364387504981,0000SET_000_DJI_0401.T,-0.3855945281618061,4.268237343303012,-0.4855654998106669,-0.7827669436875335,-0.6633402500073493,0.2023998096547974,0.1218516290542916,-1.3218349164515029,-76.68840040482866,0.2734812392781281,1.7528538946644576,1.0459236490703472,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,20.77
1684,-18.2837889166667,-45.37013425,696.215,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,0.0502757857883909,0.087633610957804,0.0827964808143246,0.0101100854973002,0.0168248994405632,0000SET_000_DJI_0411.T,-0.3710984252559508,4.24876022710205,-0.4783690084235079,-0.7823601517380544,-0.662223121231294,0.2032079053975,0.1221076717013201,-1.329517704819601,-79.02084107642645,0.2708867274516873,1.7430580066247188,1.0584219292402888,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,29.787
1746,-18.2841082222222,-45.3701066388889,696.186,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,0.0502544416197353,0.087091783991524,0.0859950999328924,0.0101004669448532,0.0168910152442575,0000SET_000_DJI_0421.T,-0.4103792191997751,4.22698948934886,-0.5031378502109337,-0.7897828740070146,-0.6716560788562295,0.1964183454340847,0.1174539822935871,-1.3361905349405578,-79.10658510564234,0.268207897289089,1.7330166485686789,1.0127528668434296,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,63.699
1808,-18.2844092222222,-45.3701036666667,696.169,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,0.0497311932504586,0.0850137288736113,0.0834134852082195,0.0101601960232447,0.0168474007133151,0000SET_000_DJI_0431.T,-0.3961982659040387,4.176941549902212,-0.4940155327976808,-0.7828407327886909,-0.6639287483156675,0.2019745448983466,0.1218051972997229,-1.319407455716873,-78.31519402717703,0.2618468664122674,1.7094648914909627,1.0191844719279768,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,96.966
1931,-18.2852839166667,-45.3702183888889,696.095,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,0.0486176731258101,0.0867673118524393,0.0804127836417213,0.0098030988721366,0.0161680317189806,0000SET_000_DJI_0451.T,-0.3664411151746122,4.343340879413873,-0.4745338039743631,-0.7826746555268523,-0.6651916499441924,0.2010629527640427,0.1219097067428265,-1.316723016443941,-81.43990804385686,0.2817863349673394,1.7846866432276118,1.0790238556972551,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,62.946
1993,-18.2856711111111,-45.3703573055556,696.206,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,0.0486612158686864,0.0864090578583212,0.0799827834159658,0.0100310240818141,0.0162342446873848,0000SET_000_DJI_0461.T,-0.3624801418230384,4.324174162896874,-0.4719657180633546,-0.7771225468479044,-0.6625494466541424,0.2029717395924507,0.1254147912013243,-1.2847857840405406,-79.14047181011836,0.2794681682953236,1.775727472398108,1.0803457215152708,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,19.0
2055,-18.2858961111111,-45.3704516388889,696.108,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,45.7, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,0.0690505135102945,0.1736951074988693,0.0847853441390924,0.0137980992849041,0.0218216954892632,0000SET_000_DJI_0491.T,-0.0905887958237415,5.584577571604656,-0.259381192493076,-0.7200726855206306,-0.5906143615780695,0.25737579661721,0.1627415613513107,-1.2654750057951671,-57.991598609641095,0.4310874633022706,2.515478867119123,2.048645426430284,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.278
2117,-18.2858964166667,-45.3704521111111,695.978,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,0.0494352587981887,0.088325410357484,0.0827559835732957,0.0102053988483721,0.0166688810126889,0000SET_000_DJI_0501.T,-0.3772495892206592,4.344910269726535,-0.479724024031321,-0.7804378854419147,-0.6646939157101225,0.2014220639154814,0.1233191656689493,-1.2961534184500394,-77.75887400380175,0.282302284081885,1.7866885398144254,1.0672993848143384,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.338
2179,-18.2866585,-45.3706971944444,695.755,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,0.0532122759256902,0.0871933767247269,0.0815831071289747,0.0109186402142376,0.0187252655973833,0000SET_000_DJI_0511.T,-0.3253782829497747,4.006066961088742,-0.4476873996525998,-0.7639257521541555,-0.6266460099304777,0.2295238102145403,0.1338345718676334,-1.363083989507647,-72.79384008834174,0.2420208884584089,1.638595140085543,1.068767540158564,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,98.926
2302,-18.2875132777778,-45.3710380277778,696.154,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,0.0529721295738595,0.087313618384081,0.0845432766159257,0.0106493316534553,0.0186999754774033,0000SET_000_DJI_0531.T,-0.361583308839509,4.02909749271047,-0.4693513211211098,-0.7762571727561185,-0.6377491971969451,0.2211882035558665,0.125963081627821,-1.4029610776445811,-75.02475494365717,0.2447967046553975,1.6482935288138427,1.0327683274063386,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,96.701
2364,-18.2878715555556,-45.37123225,696.171,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,0.0535343959101074,0.084373886754052,0.085569836723862,0.0112583104900361,0.0194421929667761,0000SET_000_DJI_0541.T,-0.3796843080980397,3.858037930414664,-0.4795045118364862,-0.7674578970272777,-0.6297149379161198,0.227208485035644,0.1315686802858724,-1.3637472498969956,-70.14369480991381,0.2236231954178296,1.576068718431584,0.9860236969521236,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,53.304
2426,-18.28813225,-45.3714388055556,696.243,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,0.0521778541414184,0.0840725660563559,0.0805319848863569,0.0108347588578621,0.0184697685993826,0000SET_000_DJI_0551.T,-0.3372578246979167,3.9456392775855793,-0.4555011000838596,-0.7628292655762368,-0.6268799703220805,0.2293469933150946,0.1345398213287754,-1.3507002441552212,-73.13032845470364,0.2340889067985311,1.6112691378317856,1.04396490630394,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,18.612
2488,-18.2883940833333,-45.3716874166667,696.196,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,0.0492850329960626,0.0865245160451122,0.0855396697186148,0.0095433249099289,0.016207229534644,0000SET_000_DJI_0561.T,-0.4190099913838263,4.279033362758511,-0.5105122627492898,-0.7992632657982353,-0.681420669256908,0.1894703309933057,0.1115660715235625,-1.3694322468519893,-84.49514729983551,0.2742037162479592,1.755594158819467,1.0115133286080842,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,23.472
2550,-18.2886785277778,-45.3720318611111,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,0.0490866011107962,0.0863188796467185,0.0841207013379567,0.0094086072464266,0.016003967370393,0000SET_000_DJI_0571.T,-0.4058683380802238,4.285934312056847,-0.5030574359803628,-0.7988094344151376,-0.6803191945231698,0.1902500468475259,0.1118465145532646,-1.3749568280639903,-85.91349858708357,0.2749687703010943,1.75850186595489,1.026131240869362,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,70.073
2611,-18.2890178333333,-45.3724529722222,696.394,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,0.0505775388635755,0.0851494859994486,0.0804699854255489,0.0093517043441159,0.0163047833717835,0000SET_000_DJI_0581.T,-0.3510584498674128,4.116484613641974,-0.4727518496667927,-0.7917718010405494,-0.6630364799748726,0.2026194398515051,0.1162135707451833,-1.4211372668100974,-87.16075733146317,0.2547167535040509,1.683543484176349,1.058152124039207,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,66.264
2673,-18.2891914166667,-45.3727828055556,696.503,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,0.0512386306277273,0.083684244030626,0.0791970459927716,0.0095243503080247,0.0166468402849012,0000SET_000_DJI_0591.T,-0.334094137897838,3.999707169809412,-0.4635997110664719,-0.7852975560543738,-0.652625933037126,0.2101952172107603,0.1202614338531515,-1.422930515139062,-85.47751349724126,0.2404752602926396,1.6332256152322124,1.0566586541405087,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,26.452
2735,-18.2893211388889,-45.3730925833333,696.548,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,0.0514487054059455,0.0842785326756063,0.0799183075808191,0.0095943785614673,0.0167305648975443,0000SET_000_DJI_0601.T,-0.3378037238077577,4.010335498856918,-0.4655494621153964,-0.7856308647420903,-0.6537866512350727,0.2093458358164699,0.1200523240781191,-1.4185990508114097,-84.79086387690536,0.2418809056582657,1.6381079370340563,1.0545585264099573,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,9.853
2797,-18.28941125,-45.3733278333333,696.63,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,0.0519007314304379,0.0852259116550731,0.0814765228036257,0.0097993970357519,0.0170755216550079,0000SET_000_DJI_0611.T,-0.347028160788554,4.018124131765978,-0.4696461584672345,-0.7852796870632178,-0.6534719954556557,0.2095759743719455,0.1202726466293898,-1.4135038923632597,-82.77954377743465,0.2430248380240293,1.6420946161288814,1.046018027309341,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,36.397
