,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,region,season,obs,campanha,station,spot,date,time,lat_utm,lon_utm,lat_p,long_p,depth_m,secchi_cm,temp_c,ph,orp_mv,cond_uscm,od_mgl,chl_rfu,chl_ugl,pc_rfu,pc_ugl,fdom_rfu,fdom_ugl,turb_unt,tss_mgl,sdt_mgl,alt_m,ref,total_depth_m,photiczone_m,perfil_vertical,od_pct,odo_local_pct,st_mgl,ecoli,ct,dqo_mgl,dbo_mgl,color_r_uh,color_a_uh,solar_elev,total_hardness,c_total_mgl,c_org_mgl,c_inorg_mgl,n_total_mgl,nitrato_mgl,nitrito_mgl,chloride_mgl,phosphate_mgl,sulfate_mgl,lithium_mgl,sodium_mgl,amonio_mgl,potassium_mgl,calcium_mgl,magnesium,chla_mgl,chlb_ugl,chlc_ugl,feof_ugl,caroten_mgl,press_mmhg,id,Distance
1190,-18.2785562222222,-45.3763282222222,695.389,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,87.6, _Campo2022-03-TM_0000SET_000_DJI_0311.TIF,0.0673513950672386,0.109047499990048,0.1080329591140078,0.0162414279854105,0.0278620631003754,0000SET_000_DJI_0311.T,-0.3730627850292939,3.923083679650164,-0.4544863843256865,-0.7386198658551016,-0.5899472600781331,0.2579033595754089,0.1503377128480839,-1.3018113872170172,-46.723438337180326,0.2363739574971166,1.619083017971389,1.0093910310738554,,Chuvoso,,Campanha 11,,290,2022-03-24,13:27:43,,,-18.27857,-45.3759,0.426,110,29.663,8.01,129.2,67.5,7.34,0.65,,-0.09,,3.23,10.1,3.71,-95,40,574.4,,,,,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.5,1329,45.24
1560,-18.2830395,-45.3703028333333,696.297,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0391.TIF,0.0641689453801139,0.1091499617862346,0.1063777190686797,0.012762177601563,0.0217158820278695,0000SET_000_DJI_0391.T,-0.3867044293724062,4.117346430196118,-0.4884743299215083,-0.7857614794331012,-0.660937285828956,0.2041393838671166,0.1199704008818187,-1.3631639308075925,-62.772671589307286,0.2595274638037538,1.700977959660537,1.0260603699893684,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,62.666
1622,-18.28342475,-45.3701848055556,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0401.TIF,0.0634951775434798,0.1112174807901423,0.1069409480335481,0.0122529845916173,0.0209607279580011,0000SET_000_DJI_0401.T,-0.3906379660949764,4.2298658645646885,-0.4921235867830693,-0.7944025451337389,-0.6722368523241865,0.1960028253295976,0.1145771083661373,-1.3805477727330615,-65.8635413569251,0.2731473706703867,1.7515894134477148,1.0399896656541012,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,20.77
1684,-18.2837889166667,-45.37013425,696.215,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0411.TIF,0.0630957901742714,0.1101435253594882,0.104951428816367,0.0120814766558757,0.0207049651744151,0000SET_000_DJI_0411.T,-0.3800099779400241,4.218048506452199,-0.4863010649885336,-0.7935370978422625,-0.6704510687146732,0.1972814034827718,0.1151149326133958,-1.3856263978720926,-66.92242108111807,0.2715765473920293,1.7456556935933496,1.0494714231304634,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,29.787
1746,-18.2841082222222,-45.3701066388889,696.186,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0421.TIF,0.0625218711515515,0.1077016153777865,0.1064547533149829,0.0121286168389608,0.0206346523539579,0000SET_000_DJI_0421.T,-0.4079129362110995,4.16930421828137,-0.5041613393709563,-0.7954415223110027,-0.6752734463530381,0.1938349553345279,0.11393213042422,-1.3712805571130513,-66.4552294650134,0.2654142806459805,1.7226230340534818,1.0117126011190345,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,63.699
1808,-18.2844092222222,-45.3701036666667,696.169,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0431.TIF,0.0626783655181192,0.107425378770621,0.1070885819461053,0.0122876529291858,0.0208355050806258,0000SET_000_DJI_0431.T,-0.4134052580146129,4.149747064941929,-0.5070616007080386,-0.7941356930544451,-0.6742520417398484,0.1945632737121473,0.1147428858042945,-1.363226230451113,-65.42803858970181,0.2630571915956571,1.713914807487541,1.0031450302020546,,Chuvoso,,Campanha 11,,400,2022-03-24,13:21:21,,,-18.28354,-45.37003,0.484,140,29.587,8.06,116.3,67.3,7.31,0.47,,-0.14,,3.29,10.26,3.73,-94,40,574.4,,,,,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1327,96.966
1931,-18.2852839166667,-45.3702183888889,696.095,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0451.TIF,0.061830378822173,0.1102937161075011,0.1042039101725705,0.0130260962322853,0.0210309102678873,0000SET_000_DJI_0451.T,-0.3841880829284675,4.303020776763527,-0.4832153217053413,-0.7777685657151726,-0.6641363768651494,0.2018245786847953,0.1250058295385747,-1.274382543676826,-60.59569117285035,0.2815604480309923,1.7838111007650606,1.0584412420306049,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,62.946
1993,-18.2856711111111,-45.3703573055556,696.206,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0461.TIF,0.0611442515375148,0.1089069856937189,0.1020459695015526,0.0125111227361054,0.020329272516539,0000SET_000_DJI_0461.T,-0.3755656049380197,4.299159572615311,-0.4805416197819025,-0.7815740170822413,-0.6677551409698772,0.199216809991008,0.1226028112351369,-1.29241541871071,-63.57411056688122,0.2808726060090753,1.7811483983396128,1.067234563262804,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,19.0
2055,-18.2858961111111,-45.3704516388889,696.108,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,45.7, _Campo2022-03-TM_0000SET_000_DJI_0491.TIF,0.082267515553381,0.2120520621896519,0.1033511217770839,0.0158715707449578,0.0253060200233882,0000SET_000_DJI_0491.T,-0.0994265559409956,5.648758418800405,-0.2651712888153026,-0.7337491645388986,-0.6066130543668685,0.2448548171346439,0.1535694095240774,-1.2868179531488655,-50.850270092237714,0.4409647079256968,2.577591662556741,2.051763527511806,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.278
2117,-18.2858964166667,-45.3704521111111,695.978,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0501.TIF,0.0617164867889834,0.1094419733209271,0.1019836707860434,0.012634004634047,0.0205711471522955,0000SET_000_DJI_0501.T,-0.3679318160590974,4.280980646920328,-0.4756558547060328,-0.7795452649385614,-0.6642947621586697,0.2017102051116862,0.1238826229402205,-1.2949195881941504,-62.94834112105666,0.2788380223875377,1.7733020626258795,1.0731323208646888,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,14.338
2179,-18.2866585,-45.3706971944444,695.755,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0511.TIF,0.0672110731243333,0.1102947023363841,0.1039319401549705,0.0135906174363623,0.0236397327793353,0000SET_000_DJI_0511.T,-0.3329340961331348,3.97428836008654,-0.4523357460749446,-0.768714743536783,-0.62938899779877,0.2274539736686012,0.130764588980997,-1.3876918774128115,-58.70167359192249,0.242716774145669,1.6410198083335268,1.0612204695873688,,Chuvoso,,Campanha 11,,470,2022-03-24,13:19:01,,,-18.28584,-45.37033,0.49,150,29.802,8.07,116,67.9,7.3,0.47,,-0.14,,3.15,9.85,3.41,-102,40,572.0,,,,,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.7,1326,98.926
2302,-18.2875132777778,-45.3710380277778,696.154,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0531.TIF,0.0663411668741206,0.109316471876077,0.1063969872010446,0.0132006696454743,0.0229405121891824,0000SET_000_DJI_0531.T,-0.3664207199472367,3.991940980872293,-0.4751087149164374,-0.7792486910940927,-0.6452612382744763,0.2156124228013589,0.1240699571739818,-1.3920333978728594,-60.68013592692464,0.2446537782684845,1.647792419501757,1.027439542714831,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,96.701
2364,-18.2878715555556,-45.37123225,696.171,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0541.TIF,0.066933119043001,0.106081197033824,0.1073055205870484,0.0133603075151252,0.0232290093443491,0000SET_000_DJI_0541.T,-0.3805801845465096,3.843381072289773,-0.4859511810881944,-0.7785569000726141,-0.6440940285063711,0.2164754359073749,0.1245071776552917,-1.391610221031103,-59.90828969078007,0.2262707438235327,1.5848835158223005,0.9885903022833648,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,53.304
2426,-18.28813225,-45.3714388055556,696.243,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0551.TIF,0.0657316292721084,0.1068676006083033,0.1035127392050045,0.0131799223875768,0.0227184783364937,0000SET_000_DJI_0551.T,-0.353531937816901,3.9426675523177535,-0.4681032523985795,-0.774108804997645,-0.6400497629831533,0.2194751922418003,0.1273265734130973,-1.3780939175132858,-60.65960479842492,0.238332299423912,1.6258170045641929,1.0324101306666669,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,18.612
2488,-18.2883940833333,-45.3716874166667,696.196,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0561.TIF,0.0614285081817755,0.1075621043100517,0.105916999149926,0.0116850555552869,0.0196932971913211,0000SET_000_DJI_0561.T,-0.4136074805668621,4.233915700417477,-0.5102277616916436,-0.801278037453049,-0.6864381700394996,0.185931411854344,0.1103227588495653,-1.3647515955247067,-69.30030975849779,0.2729950229070111,1.751012803237228,1.0155320219920227,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,23.472
2550,-18.2886785277778,-45.3720318611111,696.187,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0571.TIF,0.0609785221861519,0.1071905958613254,0.1039893145794628,0.0111956608997881,0.0189245296903396,0000SET_000_DJI_0571.T,-0.4012552784850157,4.249805523734628,-0.505828810168986,-0.8056055339994432,-0.6920683784196147,0.1819853296165207,0.1076616472092717,-1.3799975602896173,-72.92110202316226,0.2747952430964582,1.7578418108280782,1.0307847137449528,,Chuvoso,,Campanha 11,,550,2022-03-24,13:15:46,,,-18.2882,-45.3716,0.549,150,29.619,8.18,112.6,68.1,7.42,0.53,,-0.12,,3.3,10.31,3.1,-110,41,573.3,,,,,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1325,70.073
2611,-18.2890178333333,-45.3724529722222,696.394,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,89.9, _Campo2022-03-TM_0000SET_000_DJI_0581.TIF,0.0628593586997944,0.1056813428713488,0.1001964129765393,0.0115546578769215,0.0199794244557921,0000SET_000_DJI_0581.T,-0.3532984466538922,4.0765147448886925,-0.4759502468718904,-0.7932072097622558,-0.6674968132917384,0.1994025919916936,0.1153200751770124,-1.411279704193333,-70.6366545901275,0.2540750321576102,1.6812348241741524,1.0547417789905689,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,66.264
2673,-18.2891914166667,-45.3727828055556,696.503,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0591.TIF,0.0643215500996591,0.1053841494385433,0.1004769221924825,0.0119053748889619,0.020691996278117,0000SET_000_DJI_0591.T,-0.3430816900401902,3.975269897613501,-0.4701369849773674,-0.7881272193549492,-0.6584603289475145,0.205937799711635,0.1184886502211414,-1.4163420251873902,-68.4487860016317,0.2419635843146246,1.6383956741599397,1.0488393467771642,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,26.452
2735,-18.2893211388889,-45.3730925833333,696.548,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0601.TIF,0.0642137758955816,0.1051639420343133,0.0997854776043902,0.0116293899608971,0.0202313868164488,0000SET_000_DJI_0601.T,-0.3382499839840744,3.973970282742748,-0.4696845119903474,-0.7912416858713678,-0.662857600653397,0.2027488097682732,0.1165439124017927,-1.4246143633757795,-70.41605087682471,0.2417683189927077,1.637716215369752,1.0539002724549416,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,9.853
2797,-18.28941125,-45.3733278333333,696.63,2022-03-24, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,90.0, _Campo2022-03-TM_0000SET_000_DJI_0611.TIF,0.0642141530423329,0.1045777367750809,0.1000453808013061,0.012108546033736,0.0208163097858995,0000SET_000_DJI_0611.T,-0.3426276840933812,3.9528177063901513,-0.4693890867689825,-0.7840727226333242,-0.6555350221436814,0.2080686746271822,0.1210305357104295,-1.394971857180459,-67.01340782915238,0.2391322460836848,1.628577686077063,1.0453030008729365,,Chuvoso,,Campanha 11,,600,2022-03-24,13:13:04,,,-18.28931,-45.373,0.492,150,29.799,8.19,110.7,68.6,7.46,0.48,,-0.1,,3.24,10.13,2.83,-117,41,574.4,,,,,98.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.8,1324,36.397
