Latitude,Longitude,Altitude,Gimbal Degree,DateTime,Image Index
-19.8576387777778,-43.9800778055556,853.858,89.9,2022:12:06 08:40:06, _Pampulha_2022-12-06_0000SET_000_DJI_2681.TIF
-19.8577086944444,-43.9801353333333,853.7,90.0,2022:12:06 08:40:07, _Pampulha_2022-12-06_0000SET_000_DJI_2691.TIF
-19.8577446666667,-43.9801645833333,853.689,89.9,2022:12:06 08:40:08, _Pampulha_2022-12-06_0000SET_000_DJI_2701.TIF
-19.8577540833333,-43.9801725,854.057,90.0,2022:12:06 08:40:10, _Pampulha_2022-12-06_0000SET_000_DJI_2711.TIF
-19.8577576388889,-43.9801633333333,854.133,89.9,2022:12:06 08:40:11, _Pampulha_2022-12-06_0000SET_000_DJI_2721.TIF
-19.8577858888889,-43.9801119444444,854.176,90.0,2022:12:06 08:40:12, _Pampulha_2022-12-06_0000SET_000_DJI_2731.TIF
-19.8578199166667,-43.9800332222222,854.072,90.0,2022:12:06 08:40:13, _Pampulha_2022-12-06_0000SET_000_DJI_2741.TIF
-19.8586618333333,-43.977974,854.442,90.0,2022:12:06 08:40:30, _Pampulha_2022-12-06_0000SET_000_DJI_2751.TIF
-19.8587363611111,-43.9777988888889,854.641,89.9,2022:12:06 08:40:31, _Pampulha_2022-12-06_0000SET_000_DJI_2761.TIF
-19.8587731388889,-43.97771175,854.953,89.9,2022:12:06 08:40:32, _Pampulha_2022-12-06_0000SET_000_DJI_2771.TIF
-19.8588000277778,-43.9776479444444,854.987,89.9,2022:12:06 08:40:34, _Pampulha_2022-12-06_0000SET_000_DJI_2781.TIF
-19.8588092222222,-43.9776251388889,854.772,89.9,2022:12:06 08:40:35, _Pampulha_2022-12-06_0000SET_000_DJI_2791.TIF
-19.8588089444444,-43.9776269166667,854.551,89.9,2022:12:06 08:40:36, _Pampulha_2022-12-06_0000SET_000_DJI_2801.TIF
-19.8588168888889,-43.9776203055556,854.383,90.0,2022:12:06 08:40:37, _Pampulha_2022-12-06_0000SET_000_DJI_2811.TIF
-19.8588520555556,-43.9775930277778,854.363,90.0,2022:12:06 08:40:38, _Pampulha_2022-12-06_0000SET_000_DJI_2821.TIF
-19.8589071111111,-43.9775532222222,854.358,90.0,2022:12:06 08:40:39, _Pampulha_2022-12-06_0000SET_000_DJI_2831.TIF
