,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
566,-19.85825075,-43.9803185277778,841.282,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2631.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2631.TIF,0.0506068019734462,0.0912408333578682,0.0959507085157451,0.0403669752442427,0.0609028096217472,0000SET_000_DJI_2631.T,-0.4969694474890352,4.375381597230458,-0.2470813053184588,-0.4077514504234661,-0.2234434988144552,0.6347301709789179,0.4207053378622906,-0.3052775266407571,-5.012536014951738,0.2864625221951205,1.802936162726564,0.950913596879756,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,59.508
596,-19.8581235555556,-43.9800971111111,841.367,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2641.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2641.TIF,0.050176080988808,0.0941497009706265,0.0943825915175443,0.0399579226015134,0.0599342294732521,0000SET_000_DJI_2641.T,-0.4695342637628575,4.527688774312274,-0.2386847420925428,-0.4051247627934315,-0.2232314132906271,0.6350136027162513,0.4233611512360923,-0.3054554775990852,-5.096511297194638,0.3046830537469606,1.876386101011496,0.9975324840823584,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,49.864
626,-19.857998,-43.9798790555556,841.435,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2651.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2651.TIF,0.0509262721963183,0.0896783885459522,0.0952375437157732,0.0417364691720442,0.0624487187659432,0000SET_000_DJI_2651.T,-0.4941131552196582,4.285296487537563,-0.2331987060509479,-0.3905928826626896,-0.2079371051973017,0.655715344279721,0.4382354641211922,-0.2700052088842093,-4.323630880181618,0.2756104679962697,1.7609454742779205,0.941628532688624,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,53.709
656,-19.8578559722222,-43.9796332222222,841.788,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2661.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2661.TIF,0.0504483676514019,0.0935117416187134,0.0945998679760338,0.042499394252483,0.0630758934351717,0000SET_000_DJI_2661.T,-0.4721492676786632,4.480665193334795,-0.2189771506891053,-0.3800200881950029,-0.1999291093235957,0.666765131756331,0.4492542660128227,-0.2338538886185983,-3.707500217320732,0.2991340739156484,1.8536128317348008,0.9884975911636994,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.041
686,-19.8577228333333,-43.9794046111111,841.91,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2671.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2671.TIF,0.0507631735164816,0.09162946459892,0.0955828596204826,0.0415297421342119,0.0625886726128291,0000SET_000_DJI_2671.T,-0.4891405433850944,4.379292379264246,-0.2317127306884607,-0.3942242856931275,-0.2085975051375569,0.6548106309158476,0.4344894293716279,-0.2741264033568322,-4.379808548626148,0.2869972185592802,1.805038145796186,0.9586390798804328,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,93.227
895,-19.8584813055556,-43.9781451666667,840.763,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2741.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2741.TIF,0.0494054927912523,0.0930346817725715,0.0999847449653643,0.0388071840082612,0.0577817640549501,0000SET_000_DJI_2741.T,-0.5436601836050325,4.543633576228524,-0.2962856584502719,-0.4407861567276626,-0.267502787330992,0.5779058002794953,0.3881310496086617,-0.3194037419437812,-5.527760309291185,0.3062983397410123,1.8830837730059875,0.9304887641089612,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,70.772
925,-19.8586673333333,-43.9780164166667,840.563,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2751.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2751.TIF,0.0495988063964068,0.0926284019441424,0.0961572701577902,0.0392589358538795,0.0582826528966347,0000SET_000_DJI_2751.T,-0.5026370182814932,4.511703941253598,-0.2662965666208424,-0.4201737441898749,-0.2452385141878659,0.6061180064803755,0.4082783942332926,-0.3094886055633871,-5.310132435328065,0.3025412370093451,1.8675530456082283,0.963301077413522,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,46.115
955,-19.8589344166667,-43.9778304444444,840.342,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2761.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2761.TIF,0.0487181338260881,0.0934030254326954,0.0976689825917147,0.038500172799427,0.0567594568496366,0000SET_000_DJI_2761.T,-0.5240820470092775,4.613770374899994,-0.2878496485353555,-0.4345243210353117,-0.2649092737715237,0.581141067957142,0.3941903742395796,-0.309206880951532,-5.4476715971871,0.3144140664180914,1.9172127111050992,0.9563222934669824,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,10.821
985,-19.8592053611111,-43.9776396388889,840.11,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2771.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2771.TIF,0.0486631000072535,0.0946965808931421,0.0963430463163417,0.0388893451847116,0.0571901568625107,0000SET_000_DJI_2771.T,-0.5035023002878151,4.670214378702294,-0.2731094908130683,-0.4248516238891079,-0.2550125226542782,0.5936095966358301,0.4036549255150051,-0.2953604398104208,-5.164532780011232,0.3211047945752059,1.94596277012823,0.9829103865182606,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,25.679
1015,-19.8593563333333,-43.9775344444444,840.257,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2781.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2781.TIF,0.0476617889166764,0.0939385985943291,0.0973727091003487,0.0385448447252217,0.0569138181336243,0000SET_000_DJI_2781.T,-0.52918524363289,4.721752971098997,-0.2857258491865345,-0.4328202113659554,-0.2622321708321891,0.5844945535506363,0.395848539917882,-0.2824427157321979,-4.962638687656991,0.3268127332918207,1.970941517922356,0.964732310133422,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,45.708
1045,-19.85951825,-43.9774214166667,840.173,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2791.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2791.TIF,0.0474310147121855,0.093279774115962,0.0969087298760204,0.0383870300327305,0.0565512986566449,0000SET_000_DJI_2791.T,-0.5304227591967151,4.714272568340068,-0.2868112072675871,-0.4325464440479093,-0.2629833423417165,0.5835521601510356,0.3961152940693859,-0.2809024145729022,-4.9672142151574725,0.3258368443927379,1.966640913798488,0.9625528498340544,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,67.228
1075,-19.85972675,-43.9772755277778,840.083,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2801.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2801.TIF,0.0471180304297363,0.0923655325794712,0.0961017262215604,0.0381017234297727,0.0560006294410374,0000SET_000_DJI_2801.T,-0.5303244015799787,4.703126916637261,-0.2874969345160466,-0.4321796715544528,-0.2636454682495356,0.5827224092929318,0.3964728306953615,-0.2812482641183435,-5.022233980681726,0.324393076672038,1.960301220935141,0.961122512685407,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,94.971
1241,-19.8610445833333,-43.9763571111111,840.073,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2861.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2861.TIF,0.049924243871204,0.0960682253621849,0.103160940498757,0.0408761460403807,0.0629522287802912,0000SET_000_DJI_2861.T,-0.5541550957857959,4.623765896356751,-0.2754163411962481,-0.4324219265671712,-0.2420561349408755,0.6102331800770052,0.3962366554895186,-0.2791174316359728,-4.433797453146848,0.316070970874624,1.9242800273555365,0.9312461179368798,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,95.639
1271,-19.8612413611111,-43.9762194722222,839.931,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2871.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2871.TIF,0.0494673191648375,0.0989962891423426,0.1010076541076518,0.04017127546504,0.0619754870251908,0000SET_000_DJI_2871.T,-0.5206289588158868,4.773481991588492,-0.2629073045409291,-0.4309168430922809,-0.239485917446192,0.6135721849270813,0.3977052612490763,-0.2899239607008631,-4.67804247480975,0.3336101725011741,2.001246293789687,0.9800870044643792,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,71.062
1301,-19.8615293888889,-43.9760198611111,839.994,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2881.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2881.TIF,0.0492160411304814,0.0983141957679482,0.1014518331655854,0.0398357142533336,0.062930271710335,0000SET_000_DJI_2881.T,-0.5313148485534741,4.767412246041973,-0.2611096021066611,-0.4361043845538587,-0.2343415755889451,0.6202970389664902,0.3926564263093741,-0.3010913606137515,-4.784523448423368,0.3328006222295264,1.9976047140260211,0.9690726396977364,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,39.263
1331,-19.8616661111111,-43.9759246388889,840.03,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2891.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2891.TIF,0.0493550084601156,0.0995532900939308,0.1030921125705972,0.040469846002553,0.0646763835474701,0000SET_000_DJI_2891.T,-0.5397823021195925,4.803646043450172,-0.2579824589774899,-0.4362037631029936,-0.2289805887995322,0.6273650033428104,0.3925600610312391,-0.2877056020196811,-4.448387282021045,0.3371086911962512,2.017085868283886,0.965673198575274,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,29.943
1361,-19.8620655833333,-43.9756464166667,840.059,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2901.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2901.TIF,0.0474196598346527,0.0956568388899566,0.1015218456869279,0.0394003899949173,0.063895504041482,0000SET_000_DJI_2901.T,-0.565586177424431,4.810335417877434,-0.262980587174336,-0.4408208214370077,-0.2274630908258572,0.6293768952794884,0.3880976525625809,-0.2742497073743875,-4.292159698690853,0.3371425739747086,2.017240090365511,0.9422291157406876,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,52.884
1391,-19.8621671388889,-43.9755763333333,840.079,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2911.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2911.TIF,0.046441546427331,0.0934437497674043,0.1005100207284108,0.0373640775824149,0.0591725790521958,0000SET_000_DJI_2911.T,-0.578620554458318,4.803974160301276,-0.2955095553335988,-0.4579971431881179,-0.2588725492508885,0.5887231802696237,0.3717448002859015,-0.309545380912683,-5.231230172334296,0.3360053173468725,2.012072313604363,0.9296958560967732,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,64.636
