,lat_d,long_d,Altitude,DateTime,Image Index,Degree,Image Index.1,Blue,Green,Red,Near-IR,RedEdge,Image,KIVU,Kab 1(Rs),SABI,NDCI,NDVI,2BDA_1,2BDA_2,3BDA_1,3BDA_MOD,B3B1,GB1,GR,date,time,lat_p,long_p,spot,northing,easting,alt,obs,medicao,secchi_m,secchi_cm,chl_rfu,pc_rfu,cond_uscm,depth_m,fdom_qsu,fdom_rfu,od_mgl,orp_mv,press_psi,sal_psu,cond_uscm.1,sdt_mgl,turb_fnu,ph,temp_c,vertical_position_m,epsg,press_mmhg,id,Distance
416,-19.8581891111111,-43.9806590555556,841.471,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2581.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2581.TIF,0.0556635020004096,0.0963704654167414,0.1012132253297677,0.0446181441889583,0.068534876719883,0000SET_000_DJI_2581.T,-0.4726523124318671,4.206896803448865,-0.2149411027354289,-0.3880857824183165,-0.1925108334956606,0.6771336107172378,0.4408331425422495,-0.3047960936094097,-4.447313662723548,0.2677491359851182,1.7313043907304333,0.9521528940783393,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,64.879
446,-19.8584225,-43.9808375833333,841.245,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2591.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2591.TIF,0.0567361173574641,0.0977967353341452,0.0986557861016979,0.0470106219653656,0.0713669635295932,0000SET_000_DJI_2591.T,-0.428640778253032,4.187230229819329,-0.1765891336165465,-0.3545440903063617,-0.1605010072551047,0.7233935925058221,0.4765115541921219,-0.2602275915005481,-3.6463312803359145,0.2657080178195051,1.723712158834909,0.9912924441485148,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,96.849
506,-19.8584982222222,-43.9807474166667,841.351,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2611.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2611.TIF,0.0564072561327472,0.101980951068337,0.1036763605806975,0.0471813908904007,0.070306006042382,0000SET_000_DJI_2611.T,-0.4635091549232118,4.368496729974101,-0.2106871157140483,-0.3744916594565595,-0.1918030843356097,0.6781295721473425,0.4550834020999089,-0.2437214873899656,-3.466581322270603,0.2877341422125639,1.8079402910210345,0.983647096571828,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,98.966
536,-19.8583933888889,-43.9805662222222,841.278,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2621.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2621.TIF,0.0556463847667286,0.0993372829734555,0.1063007661257205,0.0461648568064264,0.0686178941676604,0000SET_000_DJI_2621.T,-0.5099231612014953,4.32272264716776,-0.2431409225727705,-0.3944227437161812,-0.2154308287912611,0.6455070520047517,0.4342852689493116,-0.2532603884594144,-3.690879639071991,0.281906466944444,1.7851525016383458,0.9344926343801758,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,80.449
566,-19.85825075,-43.9803185277778,841.282,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2631.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2631.TIF,0.0547295583632277,0.0978719686675674,0.1040605996794407,0.0446366551314435,0.0659746690677109,0000SET_000_DJI_2631.T,-0.504036467109098,4.332004827113568,-0.2495776507140982,-0.3996304075927537,-0.2239884165935298,0.6340023915963032,0.4289486632687778,-0.2725710599923666,-4.13145020420826,0.2827128348173968,1.7882835453926609,0.9405285859303384,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,59.508
596,-19.8581235555556,-43.9800971111111,841.367,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2641.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2641.TIF,0.0543736494921869,0.1014386736527205,0.1028172948429445,0.0441460291131675,0.0650606572110396,0000SET_000_DJI_2641.T,-0.4775658395988735,4.493012705329779,-0.2423212546339531,-0.3992238617799508,-0.2249052789240816,0.6327793131536973,0.4293638456506899,-0.2772125687519586,-4.260832592771916,0.30206227088189,1.865585161196445,0.9865915438416284,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,49.864
626,-19.857998,-43.9798790555556,841.435,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2651.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2651.TIF,0.0546781256633604,0.0957351451567428,0.1027857081901759,0.0457066152402721,0.0670656823939641,0000SET_000_DJI_2651.T,-0.5025070202593953,4.252266828626837,-0.2374792171026821,-0.3843908670244422,-0.2103016388230099,0.6524806179267453,0.4446787013979115,-0.2407538461721789,-3.5898217624614333,0.2729614166989779,1.750885642023654,0.9314052200682608,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,53.709
656,-19.8578559722222,-43.9796332222222,841.788,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2661.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2661.TIF,0.0538920395864936,0.0993207209919165,0.1014950659418719,0.0457157088705151,0.066833760402382,0000SET_000_DJI_2661.T,-0.4792859524172464,4.448307648767786,-0.2262298871754301,-0.3789081141814849,-0.2059142589671665,0.6584927038784223,0.4504229683115565,-0.2218013925073038,-3.318702870703632,0.2965071658125612,1.8429571742689843,0.978576840856474,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,71.041
686,-19.8577228333333,-43.9794046111111,841.91,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2671.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2671.TIF,0.0541034931181181,0.0983831284322655,0.1024006136299698,0.044401620500549,0.0661077057784857,0000SET_000_DJI_2671.T,-0.4909085661481394,4.397025832118153,-0.238007160775691,-0.3950824963457648,-0.2153775432506211,0.645579195622494,0.433606976819462,-0.2669829500214349,-4.038605588825664,0.290383739005699,1.8184247035117795,0.9607669812192562,2022-05-12,09:44:18,-19.857716,-43.980296,P4,,,,coleta,,0.55,55,7.53,5.54,270.5,0.335,28.59,9.24,6.24,153.2,0.476,0.13,277.5,180.0,7.96,7.56,23.684,0.343,4674,694.4,116,93.227
895,-19.8584813055556,-43.9781451666667,840.763,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2741.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2741.TIF,0.0536346799401237,0.1000310978025909,0.1086245700575696,0.0430006225912942,0.0630790074440996,0000SET_000_DJI_2741.T,-0.5497279478624458,4.494107723583431,-0.2963936621576716,-0.4328037202778594,-0.2652569228677093,0.580706624759652,0.3958646056643026,-0.2908462121804335,-4.610824170595588,0.301930713162104,1.8650451147329097,0.9208883197381192,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,70.772
925,-19.8586673333333,-43.9780164166667,840.563,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2751.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2751.TIF,0.0539057483769406,0.0999042304539134,0.1050497063118176,0.0434936155044657,0.0637488069733616,0000SET_000_DJI_2751.T,-0.5119298522445465,4.469448066915483,-0.2685189846094115,-0.4143982378654746,-0.2446757292742239,0.6068442189084936,0.41402891099347,-0.2831073682399928,-4.440983003153196,0.2990604538575334,1.853313115241893,0.951018655467432,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,46.115
955,-19.8589344166667,-43.9778304444444,840.342,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2761.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2761.TIF,0.0530720432406675,0.1008951940339717,0.1066192575342753,0.0426901315978557,0.0622682872914369,0000SET_000_DJI_2761.T,-0.5307211587856039,4.568169750639248,-0.2880545954314119,-0.4281654777908553,-0.2626065189627068,0.5840247693660714,0.4003979448471768,-0.2853323066639176,-4.58230536080854,0.310606020084647,1.9010987305772085,0.9463130429466416,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,10.821
985,-19.8592053611111,-43.9776396388889,840.11,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2771.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2771.TIF,0.0530787899031945,0.1029976426444916,0.1054190923257904,0.043274501122297,0.062916232882389,0000SET_000_DJI_2771.T,-0.5081699064050871,4.645626904791039,-0.2723208030169159,-0.417937247748267,-0.2524892466322107,0.596820096761512,0.4104996558741006,-0.2685503500863189,-4.2683793638491885,0.3198359414451978,1.9404670459205924,0.9770302548819576,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,25.679
1015,-19.8593563333333,-43.9775344444444,840.257,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2781.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2781.TIF,0.0517907456465849,0.1017058137011668,0.1061287883959107,0.0427918886160366,0.0625314921003607,0000SET_000_DJI_2781.T,-0.5342668306944819,4.694706905812076,-0.2840278406291754,-0.4253062841957994,-0.2584917810362221,0.5892038630186617,0.4032071718033995,-0.2539057438518013,-4.060445950086912,0.3251868854043666,1.963783537607231,0.9583244587863936,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,45.708
1045,-19.85951825,-43.9774214166667,840.173,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2791.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2791.TIF,0.0513383775093682,0.100197727544283,0.1049662138447179,0.0422455065687429,0.0618481279762551,0000SET_000_DJI_2791.T,-0.5352200858212932,4.672802895368712,-0.2845400167385646,-0.4260578376491815,-0.2584794892200432,0.5892193850847124,0.4024676609869813,-0.2593014376159864,-4.192551110286445,0.3224271207024636,1.951712001922908,0.9545712270093958,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,67.228
1075,-19.85972675,-43.9772755277778,840.083,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2801.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2801.TIF,0.050862367503721,0.0991689587921688,0.1037448149112307,0.0416812175645597,0.0611616434947054,0000SET_000_DJI_2801.T,-0.5332560516072066,4.670493698499238,-0.283828534132554,-0.4267708902599881,-0.258226220053201,0.5895392800790901,0.4017667543214014,-0.2648739564162351,-4.33072006050924,0.3219766996738946,1.9497511354522332,0.955893158390834,2022-05-12,09:36:30,-19.859002,-43.977756,P5,,,,,,0.6,60,7.07,4.61,269.4,0.305,29.54,9.55,4.21,138.2,0.433,0.13,277.4,180.0,7.54,7.4,23.489,0.362,4674,694.5,115,94.971
1241,-19.8610445833333,-43.9763571111111,840.073,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2861.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2861.TIF,0.0530742396436134,0.1020439380390716,0.1095642248043566,0.0436121608751053,0.0670209102110503,0000SET_000_DJI_2861.T,-0.5535849188720426,4.6108007955175,-0.2742638885323571,-0.4305628680080172,-0.2409224003458412,0.6117043253007651,0.3980511061250273,-0.2739715673612203,-4.087852082260266,0.315692842238208,1.922664153538201,0.9313618402474566,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,95.639
1271,-19.8612413611111,-43.9762194722222,839.931,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2871.TIF,89.9, _Campo220512-Pampulha_0000SET_000_DJI_2871.TIF,0.052399370941116,0.1048271276150646,0.1069805759647838,0.0426296606425601,0.0653433942578218,0000SET_000_DJI_2871.T,-0.520678246799772,4.762937763546953,-0.2648229280008044,-0.4301237454166616,-0.241621532124496,0.6107968074441078,0.3984803807430712,-0.2857889462922148,-4.373647092230826,0.3334536935910646,2.0005417189619417,0.9798706603483974,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,71.062
1301,-19.8615293888889,-43.9760198611111,839.994,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2881.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2881.TIF,0.0520636704176995,0.1039791247693844,0.1074266057007511,0.042322133564476,0.0665155873616855,0000SET_000_DJI_2881.T,-0.5324427898950027,4.757558074184738,-0.2621781947062425,-0.4347580651144279,-0.2351989337307054,0.6191723821840946,0.3939632392590813,-0.2940685450523417,-4.421047106647546,0.3327001050541427,1.9971531767770985,0.9679084998648282,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,39.263
1331,-19.8616661111111,-43.9759246388889,840.03,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2891.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2891.TIF,0.0523005965557392,0.1053411354049981,0.1091336280970879,0.0430652508587323,0.0685638700188777,0000SET_000_DJI_2891.T,-0.5395141349373774,4.788861293142007,-0.2573541762933347,-0.4340924039101083,-0.2283079869348206,0.6282561224655854,0.3946102737500893,-0.2811349604680643,-4.1003368157407,0.3364625482703357,2.0141478748283705,0.9652490917949148,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,29.943
1361,-19.8620655833333,-43.9756464166667,840.059,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2901.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2901.TIF,0.050245356467218,0.1010536798639099,0.1077311000046612,0.042009849644869,0.0678369232073475,0000SET_000_DJI_2901.T,-0.5688634358972369,4.789747425193221,-0.2636776661947976,-0.4388996497859355,-0.2272291734420176,0.6296874644778749,0.3899509950520449,-0.2646728624908306,-3.901604760019005,0.3358139260417663,2.0112043573586984,0.9380177113158372,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,52.884
1391,-19.8621671388889,-43.9755763333333,840.079,2022-05-12, _Campo220512-Pampulha_laptop-nitro_0000SET_000_DJI_2911.TIF,90.0, _Campo220512-Pampulha_0000SET_000_DJI_2911.TIF,0.049223843839924,0.0990148465299561,0.1063849905772295,0.0396138369426497,0.0625040686217296,0000SET_000_DJI_2911.T,-0.5772987460018117,4.793630843390538,-0.2960153104834488,-0.457340341486566,-0.2598209864133718,0.5875271340683643,0.3723630253451241,-0.3080417298390175,-4.928346852158782,0.3358839892999276,2.011522034970542,0.9307219561022276,2022-05-12,09:39:30,-19.86159,-43.97565,A25,,,,,,0.6,60,10.84,5.93,272.2,0.271,29.01,9.37,3.96,143.6,0.385,0.13,281.4,183.0,10.87,7.35,23.274,0.32,4674,694.5,101,64.636
